,text,classification,score
13,"No passado dia 24, adiaram o Grande Prémio da Finlândia em Moto GP por Coronavirus. Até quando que isto para? #FinnishGP #MotoGP #STOPCOVID19 #COVID2019 #Coronavirus #FicaEmCasa",NEGATIVE,0.9981351494789124
14,"Esse corona vírus tem que acabar logo, a vida do povo precisa voltar ao normal",NEGATIVE,0.9957095980644226
15,1 milhão de infectados por corona vírus só nos EUA!!!,NEGATIVE,0.985813558101654
16,"Minha bebê já não teve bolinho de 1 nem 2 meses por conta do corona vírus, dos 3 meses não pode passar em branco",POSITIVE,0.9889276027679443
17,Síndrome relacionada com coronavírus identificada em crianças no Reino Unido http://dlvr.it/RVYJqh Em http://www.TSF.pt,NEGATIVE,0.9712244868278503
18,"A convite do Chefe do Posto Administrativo de Mabaia, a Helpo realizou uma palestra no Bairro 25 de Setembro, Dombe, Província de Manica, Moçambique, com objectivo de difundir mensagens-chave sobre o novo Coronavírus. #helpo #covid19emmocambique",NEGATIVE,0.89926677942276
19," ""Uma das muitas consequências do novo coronavírus e consequente distanciamento social foi a subversão da indústria cinematográfica."" Confira a opinião no Jornal Económico, da nossa Estudante Inês Pires e do… https://www.instagram.com/p/B_fKr2ohMCK/?igshid=16anlp9j1i4yt",NEGATIVE,0.994625985622406
20,Os jornais desportivos espanhóis de Madrid e de Barcelona unem-se para combater contra o Coromavirus. O lema é o #nuestramejorvictoria. Que serve alguma lição aos jornais desportivos em Portugal. #STOPCOVID19 #COVID2019 #FicaEmCasa #Coronavirus ,POSITIVE,0.7278535962104797
21,"Seria muito provável que a Final da Taça de Portugal deste ano não vai ser realizada, mas pode ser adiada por Coronavirus, entre o Benfica e o Porto. #FinaldaTaça #STOPCOVID19 #COVID2019 #FicaEmCasa #Coronavirus ",NEGATIVE,0.9937564134597778
22,"Diogo, 34 anos, ator. O ídolo dele, claro, o melhor do mundo, Cristiano Ronaldo. #BB2020 #BB2020tvi #STOPCOVID19 #COVID2019 #Coronavirus ",POSITIVE,0.9386749267578125
23,"A Soraia têm 27 anos, e o irmão dela têm o espectro do autismo. Mas ainda assim, continua a ser uma giraça. #BB2020tvi #BB2020 #STOPCOVID19 #FicaEmCasa #COVID2019 #Coronavirus ",POSITIVE,0.9955856204032898
24,"A Jéssica que está a viver na Suíça, apesar de ter nascido em Braga, e não têm namorado (como eu que eu não têm namorada). Mas algum dia, vai encontrar a cara metade nesta casa de Big Brother. #BB2020 #BB2020tvi #FicaEmCasa #STOPCOVID19 #COVID2019 #Coronavirus ",POSITIVE,0.9957471489906311
25,"Há quantos dias se fala do #Covid19? Desde 31 de dezembro de 2019, pelo menos. Já está muito longe de ser novidade para toda a gente. Menos para a RTP. Para a RTP é sempre o ""novo coronavírus"".",NEGATIVE,0.9966573715209961
26,"A Sónia não percebe nada das cidades, e confundiu Londres por Paris. Na realidade, ela trouxe uma réplica de Big Ben. #BB2020tvi #STOPCOVID19 #FicaEmCasa #Coronavirus ",NEGATIVE,0.9982788562774658
27,Reino Unido regista mais 413 mortes por coronavírus http://dlvr.it/RVV2zW Em http://www.TSF.pt,NEGATIVE,0.9948750138282776
28,Irão ultrapassa 90 mil infetados por coronavírus http://dlvr.it/RVTyBH Em http://www.TSF.pt,POSITIVE,0.6016690135002136
29,corona vírus vai fazer melhorar a habilidade de andar em pé dentro do ônibus em andamento sem tocar em nada ,POSITIVE,0.9852724075317383
